frame_idx,bin_idx,real,imag,mag2,eligible,pre_mask,mask
4,24,213619,-370406,182833681997,1,0,0
4,25,42864,-62313,5720232465,1,0,0
4,26,18014,-20810,757560296,1,0,0
4,27,10499,-7800,171069001,1,0,0
4,28,6238,-3076,48374420,1,0,0
4,29,4765,-1027,23759954,1,0,0
4,30,3403,275,11656034,1,0,0
4,31,2655,1083,8221914,1,0,0
4,32,2204,1042,5943380,1,0,0
4,33,1245,1203,2997234,1,0,0
4,34,1541,1348,4191785,1,0,0
4,35,1313,1006,2736005,1,0,0
4,36,920,1104,2065216,1,0,0
4,37,550,1229,1812941,1,0,0
4,38,1119,1348,3069265,1,0,0
4,39,652,722,946388,1,0,0
4,40,667,860,1184489,1,0,0
4,41,768,807,1241073,1,0,0
4,42,177,1207,1488178,1,0,0
4,43,382,720,664324,1,0,0
4,44,453,797,840418,1,0,0
4,45,625,305,483650,1,0,0
4,46,-63,899,812170,1,0,0
4,47,592,569,674225,1,0,0
4,48,322,867,855373,1,0,0
4,49,273,63,78498,1,0,0
4,50,-38,518,269768,1,0,0
4,51,1006,790,1636136,1,0,0
4,52,-175,-14,30821,1,0,0
4,53,319,1021,1144202,1,0,0
4,54,183,377,175618,1,0,0
4,55,-13,62,4013,1,1,1
4,56,430,617,565589,1,0,0
4,57,29,-182,33965,1,0,0
4,58,68,443,200873,1,0,0
4,59,242,275,134189,1,0,0
4,60,22,126,16360,1,0,0
4,61,400,525,435625,1,0,0
4,62,-70,495,249925,1,0,0
4,63,299,-419,264962,1,0,0
4,64,-31,492,243025,1,0,0
4,65,645,451,619426,1,0,0
4,66,-162,359,155125,1,0,0
4,67,-80,-233,60689,1,0,0
4,68,323,32,105353,1,0,0
4,69,67,703,498698,1,0,0
4,70,-54,-246,63432,1,0,0
4,71,322,433,291173,1,0,0
4,72,-159,-156,49617,1,0,0
4,73,679,910,1289141,1,0,0
4,74,-154,-132,41140,1,0,0
4,75,-276,-11,76297,1,0,0
4,76,349,-41,123482,1,0,0
4,77,292,346,204980,1,0,0
4,78,-216,-128,63040,1,0,0
4,79,326,348,227380,1,0,0
4,80,-164,-17,27185,1,0,0
4,81,408,197,205273,1,0,0
4,82,98,229,62045,1,0,0
4,83,-34,-423,180085,1,0,0
4,84,77,160,31529,1,0,0
4,85,60,620,388000,1,0,0
4,86,327,199,146530,1,0,0
4,87,-168,-310,124324,1,0,0
4,88,137,267,90058,1,0,0
4,89,-51,-294,89037,1,0,0
4,90,-233,316,154145,1,0,0
4,91,208,-257,109313,1,0,0
4,92,137,93,27418,1,0,0
4,93,289,483,316810,1,0,0
4,94,-192,-179,68905,1,0,0
4,95,388,-43,152393,1,0,0
4,96,-96,425,189841,1,0,0
4,97,17,-455,207314,1,0,0
4,98,-50,35,3725,1,1,1
4,99,-13,171,29410,1,0,0
4,100,170,338,143144,1,0,0
4,101,88,-52,10448,1,0,0
4,102,340,-159,140881,1,0,0
4,103,-81,208,49825,1,0,0
4,104,-394,-142,175400,1,0,0
4,105,584,643,754505,1,0,0
4,106,-25,-226,51701,1,0,0
4,107,-88,80,14144,1,0,0
4,108,-272,-9,74065,1,0,0
4,109,775,-392,754289,1,0,0
4,110,-184,355,159881,1,0,0
4,111,-181,-54,35677,1,0,0
4,112,81,-133,24250,1,0,0
4,113,163,121,41210,1,0,0
4,114,-150,-339,137421,1,0,0
4,115,78,317,106573,1,0,0
4,116,-141,144,40617,1,0,0
4,117,564,-38,319540,1,0,0
4,118,240,114,70596,1,0,0
4,119,-123,-150,37629,1,0,0
4,120,327,-23,107458,1,0,0
4,121,-758,209,618245,1,0,0
4,122,401,-191,197282,1,0,0
4,123,34,5,1181,1,1,1
4,124,14,110,12296,1,0,0
4,125,46,-84,9172,1,0,0
4,126,19,171,29602,1,0,0
4,127,436,-233,244385,1,0,0
4,128,-447,0,199809,1,0,0
5,0,-342,0,116964,0,0,0
5,1,-953,1487,3119378,1,0,0
5,2,-425,2889,8526946,1,0,0
5,3,-665,4558,21217589,1,0,0
5,4,-673,6178,38620613,1,0,0
5,5,-1113,9091,83885050,1,0,0
5,6,-722,10899,119309485,1,0,0
5,7,-353,15179,230526650,1,0,0
5,8,-1492,19636,387798560,1,0,0
5,9,-93,25697,660344458,1,0,0
5,10,-1625,37122,1380683509,1,0,0
5,11,-1094,54110,2929088936,1,0,0
5,12,-1708,85312,7281054608,1,0,0
5,13,-1809,153625,23603913106,1,0,0
5,14,-1853,357736,127978479305,1,0,0
5,15,-2677,1783164,3179681017225,1,0,0
5,16,-3539,-5336076,28473719602297,1,0,0
5,17,-4733,1787379,3194746090930,1,0,0
5,18,-6533,366563,134411113058,1,0,0
5,19,-9735,170019,29001230586,1,0,0
5,20,-18486,116718,13964823720,1,0,0
5,21,-42944,130834,18961722692,1,0,0
5,22,-213311,426985,227817772946,1,0,0
5,23,639684,-1145319,1720951231617,1,0,0
5,24,-213059,410476,213884684057,1,0,0
5,25,-42905,93780,10635527425,1,0,0
5,26,-18506,46170,2474140936,1,0,0
5,27,-10257,28284,905190705,1,0,0
5,28,-6582,20643,469456173,1,0,0
5,29,-4764,15319,257367457,1,0,0
5,30,-3052,12264,159720400,1,0,0
5,31,-2833,9492,98123953,1,0,0
5,32,-2001,8279,72545842,1,0,0
5,33,-1372,6898,49464788,1,0,0
5,34,-1397,5847,36139018,1,0,0
5,35,-1310,5455,31473125,1,0,0
5,36,-1204,4253,19537625,1,0,0
5,37,-675,3842,15216589,1,0,0
5,38,-523,3622,13392413,1,0,0
5,39,-919,3434,12636917,1,0,0
5,40,-390,2491,6357181,1,0,0
5,41,-680,2550,6964900,1,0,0
5,42,-777,2618,7457653,1,0,0
5,43,-199,1948,3834305,1,0,0
5,44,-336,1782,3288420,1,0,0
5,45,-430,2001,4188901,1,0,0
5,46,-524,1679,3093617,1,0,0
5,47,-402,1290,1825704,1,0,0
5,48,-96,1412,2002960,1,0,0
5,49,-247,1706,2971445,1,0,0
5,50,-88,1046,1101860,1,0,0
5,51,-824,1022,1723460,1,0,0
5,52,-171,933,899730,1,0,0
5,53,-152,602,385508,1,0,0
5,54,-295,887,873794,1,0,0
5,55,-10,1253,1570109,1,0,0
5,56,-143,401,181250,1,0,0
5,57,-15,1431,2047986,1,0,0
5,58,-337,277,190298,1,0,0
5,59,-123,900,825129,1,0,0
5,60,-97,401,170210,1,0,0
5,61,-335,378,255109,1,0,0
5,62,-22,530,281384,1,0,0
5,63,-313,1017,1132258,1,0,0
5,64,211,542,338285,1,0,0
5,65,-627,91,401410,1,0,0
5,66,-108,487,248833,1,0,0
